customer_id,first_name,last_name,email,phone,signup_date,country,preferred_channel
300,Michael,Chambers,potterjustin@hotmail.com,568.526.9116,2023-11-05,TO,mobile
301,Christopher,Waters,cmitchell@gmail.com,(540)285-7216x9666,2026-01-03,GR,mobile
302,Kathy,Miller,pwood@gmail.com,001-935-524-1039x773,2024-02-16,PL,web
303,Sara,Wiggins,gonzalesmaria@gmail.com,(405)768-7611x2491,2025-02-17,KM,branch
304,David,Olson,brooke22@hotmail.com,6359954429,2025-03-31,GQ,mobile
305,Robert,Anderson,brendamason@hotmail.com,(572)587-2760x1534,2024-01-06,IT,mobile
306,Heather,Stevens,wallerbrian@hotmail.com,634.623.3720,2023-10-06,CH,branch
307,Sylvia,Escobar,perkinsmichelle@gmail.com,739.997.0469x472,2025-07-24,JM,branch
308,Joseph,Peterson,kyletorres@hotmail.com,849-439-2523,2024-01-18,VA,mobile
309,Kelli,Wells,schmittmichael@gmail.com,001-540-533-4450x56658,2026-01-01,SC,mobile
310,Brian,Sanchez,mwright@hotmail.com,3109548574,2023-12-12,AE,mobile
311,Patricia,Gutierrez,susan57@hotmail.com,(657)237-5534,2023-12-21,CL,mobile
312,Robert,Yates,mbishop@gmail.com,+1-264-877-2512x95786,2025-10-26,KE,web
313,Jean,Smith,chanamber@gmail.com,333-834-2643x35027,2023-06-26,PA,web
314,Jillian,Ross,flee@hotmail.com,648.317.0066x6155,2025-03-22,CF,web
315,Michael,Santos,melaniethompson@gmail.com,422.470.0934x59626,2025-07-31,CZ,mobile
316,Tammy,Buchanan,smithphyllis@gmail.com,217-676-8729,2025-05-26,PW,web
317,Matthew,Diaz,jack45@hotmail.com,+1-298-589-4256x52906,2024-02-24,AL,mobile
318,Sara,Young,qalvarado@yahoo.com,641.456.0821x37118,2024-11-08,KP,mobile
319,William,Miller,mcbridemichael@gmail.com,225.821.2932x89634,2024-08-20,MW,web
320,John,Taylor,phartman@yahoo.com,001-333-451-3426,2024-04-01,PA,mobile
321,Paige,Smith,nancyholt@yahoo.com,338-611-9953x7660,2024-07-19,ID,web
322,Russell,Bird,tochoa@hotmail.com,(277)798-0660x392,2023-10-18,JP,web
323,Nicholas,Atkinson,joy52@yahoo.com,859-583-5411x65972,2024-07-02,KN,web
324,Robert,Huang,randy61@hotmail.com,999-515-3703x8240,2026-05-01,GN,web
325,Jessica,Cain,rachel35@hotmail.com,925-738-9218,2023-10-27,UY,web
326,Michelle,Newman,reevestravis@hotmail.com,(863)474-8453,2025-09-02,KZ,branch
327,Wesley,Brown,ihorton@yahoo.com,645-826-4712,2024-03-24,GT,branch
328,Mark,DDS,anthony99@yahoo.com,(439)772-8351,2025-10-25,EE,branch
329,Shawn,Thompson,jmcfarland@yahoo.com,218.715.3523x736,2023-08-17,QA,branch
330,Ann,Pena,rosebobby@gmail.com,001-698-825-0800,2024-03-05,MH,branch
331,Melinda,Hamilton,glassadam@gmail.com,626-535-6022x93946,2026-02-25,LK,web
332,Adam,Colon,gary46@yahoo.com,249-941-1631x8732,2025-05-30,CD,mobile
333,Sandra,Lopez,steven06@yahoo.com,681-432-3570x7139,2023-12-26,SY,mobile
334,Michael,Ortiz,adamsmith@gmail.com,(891)930-9810x7964,2024-05-21,KZ,web
335,Gregory,Travis,omartinez@yahoo.com,(566)577-7675x5562,2024-04-19,LC,mobile
336,Tiffany,Daniel,cwhite@gmail.com,569.424.9269,2025-02-14,LB,mobile
337,Oscar,Farmer,juliarubio@yahoo.com,659-659-7752,2023-10-22,TJ,branch
338,Brittany,Perry,sarah99@gmail.com,4796551512,2026-04-04,MX,branch
339,Taylor,Horne,kflores@gmail.com,344.776.5047,2025-09-20,AU,branch
340,Tammy,Smith,trujillorobin@hotmail.com,5213312512,2023-09-12,AG,mobile
341,Glenda,Stout,hughescolleen@gmail.com,479.227.4907,2023-09-18,EE,branch
342,Sherry,Johnston,alyssapena@hotmail.com,321-701-7509x6170,2025-11-16,ML,web
343,Monica,Flores,joanncruz@gmail.com,862-965-0622x92310,2024-01-05,IR,mobile
344,Jonathan,Moore,thenry@hotmail.com,949-369-1928x45525,2023-06-14,PE,mobile
345,Daniel,Nguyen,william16@gmail.com,218-977-9417x63425,2024-06-04,GR,branch
346,Samantha,Olson,jose24@gmail.com,+1-361-657-2768x2975,2025-04-25,IS,web
347,Jody,Martin,mario90@hotmail.com,001-727-711-2218x2315,2023-09-21,NG,branch
348,Johnathan,Gardner,robinsonjesse@gmail.com,555.266.0847x06810,2024-04-06,GT,branch
349,Michael,Perkins,rachael61@hotmail.com,507.598.6321x061,2025-10-19,LK,mobile
350,Michael,Tanner,shoffman@hotmail.com,291-600-9004,2025-04-08,MU,mobile
351,Isabel,Brewer,spencertanner@hotmail.com,240-997-1231x660,2025-03-19,PT,branch
352,Adam,Merritt,georgestephen@yahoo.com,(455)888-2556,2024-12-16,PT,mobile
353,Charles,Chambers,melissaberry@gmail.com,001-661-461-8808x190,2024-05-04,LA,mobile
354,Gabriel,Copeland,katelynturner@gmail.com,+1-913-300-0413x2114,2025-03-03,MK,mobile
355,Kyle,Cooper,hendersonbrenda@yahoo.com,906.807.1748x1131,2024-10-23,GY,branch
356,Eric,Waters,kingdavid@hotmail.com,(374)420-4956,2023-09-14,FJ,mobile
357,Aaron,Parsons,cynthia16@yahoo.com,568-461-1145x768,2023-11-21,AR,branch
358,Chelsea,Gonzalez,juliemyers@yahoo.com,501.984.9804x25373,2025-05-29,QA,mobile
359,Jasmine,Schultz,uwilliams@yahoo.com,856.479.3279,2024-05-26,US,web
360,Benjamin,Greene,melissa78@yahoo.com,001-398-699-9275x17588,2026-01-19,IQ,mobile
361,Kristopher,Perez,davidsharp@yahoo.com,939.652.7536,2025-10-16,PK,branch
362,Larry,King,elarson@yahoo.com,412-321-5001x41884,2026-04-18,NO,mobile
363,Mary,Brown,ambersmith@gmail.com,001-594-971-1363,2025-12-19,DM,branch
364,Diana,Smith,hkim@yahoo.com,4783967935,2025-12-06,MC,branch
365,Jared,Robinson,xarmstrong@yahoo.com,467.461.6453x4547,2024-04-22,TV,mobile
366,Veronica,Diaz,garrett13@gmail.com,2925487623,2025-12-09,LC,branch
367,Ashley,Roth,brandonmoore@gmail.com,+1-259-347-3721x329,2024-12-24,CR,mobile
368,Kendra,Burns,meagan19@yahoo.com,(445)605-7303x6279,2025-01-22,HN,web
369,Crystal,Gonzales,smiller@yahoo.com,487.607.1553x48201,2023-08-19,AR,branch
370,Jacqueline,West,osimon@yahoo.com,(231)696-4630,2023-06-05,CR,branch
371,Cheryl,Lloyd,sandysnyder@gmail.com,459.657.4988x558,2025-11-25,HN,branch
372,Jessica,Nelson,angelarichard@gmail.com,321.588.5666x954,2024-01-25,VU,branch
373,Matthew,Hampton,matthewharper@hotmail.com,311-410-2867,2023-08-05,AD,web
374,Casey,Terrell,lrodriguez@yahoo.com,519.642.1794x28179,2023-07-06,MX,web
375,Michael,Patrick,campbellmarvin@yahoo.com,976.261.8943,2024-12-03,DJ,mobile
376,Austin,Johnson,vhutchinson@gmail.com,(238)297-4326,2026-01-23,ML,branch
377,Jake,Smith,vwilliams@gmail.com,001-517-967-9935,2024-07-02,KG,branch
378,Mary,Riley,kayla07@hotmail.com,+1-584-213-6852,2026-04-16,NP,web
379,Danielle,Castillo,camerontownsend@yahoo.com,975-618-8781,2023-09-24,MK,mobile
380,Jasmine,Lopez,petersonpaul@yahoo.com,763.723.9791x37876,2024-03-22,BB,web
381,April,Kelly,jsnyder@hotmail.com,419-605-3486x40104,2024-12-27,DE,web
382,Jason,Jones,barbaraaguilar@gmail.com,6446881898,2023-10-21,NA,mobile
383,Sherry,Davis,mccoyandre@gmail.com,001-522-283-6084x937,2025-03-15,GH,branch
384,Joseph,Cooper,sullivanjames@yahoo.com,(592)291-3203,2023-09-07,LA,branch
385,Daniel,Chung,scott32@gmail.com,(433)277-4604x067,2023-08-18,AE,web
386,Damon,Rodriguez,enelson@gmail.com,(303)676-3882,2024-12-14,SK,web
387,Dillon,Barrett,abradley@yahoo.com,(714)364-4936,2024-12-28,PW,web
388,Erika,Hodge,beckertheresa@yahoo.com,(833)335-1040,2024-07-26,BA,mobile
389,Brandon,Mclean,sandyramirez@yahoo.com,(457)582-0190x432,2023-07-27,ES,mobile
390,Christine,Anderson,patelgabrielle@yahoo.com,423-612-6163,2025-08-03,LC,web
391,Christopher,Osborn,castroralph@hotmail.com,001-320-582-8323x089,2025-09-01,TG,branch
392,Kimberly,Green,victoria50@gmail.com,3005015291,2025-06-02,BZ,branch
393,Joshua,Watson,travis12@gmail.com,001-248-290-5670x86700,2026-03-11,IL,mobile
394,Mallory,Davis,jblair@hotmail.com,+1-270-463-3699x8795,2023-11-29,BI,mobile
395,Amber,Martinez,rossjohn@hotmail.com,(669)442-8946,2023-06-19,HN,branch
396,Carlos,Bowen,sonia62@yahoo.com,(240)326-3558x243,2025-05-16,MT,mobile
397,Douglas,Roberts,jamesrobinson@yahoo.com,949.351.6321x11978,2025-09-09,BE,branch
398,Anna,Shelton,smithjack@gmail.com,2915561829,2026-04-21,MT,web
399,Michael,Baker,peterlynch@yahoo.com,3146911894,2024-05-02,HT,mobile
400,Grant,Johnson,david86@hotmail.com,(405)837-6660x811,2023-06-14,BB,web
401,Amy,Dyer,lhicks@yahoo.com,677-668-2938,2023-07-19,CI,mobile
402,Kristen,Leon,victoria91@yahoo.com,001-820-874-9269,2026-03-03,KE,mobile
403,Joseph,Thomas,jpowell@gmail.com,+1-508-672-6176x072,2025-10-06,RS,web
404,Connie,Santiago,wgarza@hotmail.com,(864)318-6965,2024-04-18,AL,web
405,Brett,Rivas,smithmelissa@yahoo.com,(261)201-6831x1395,2023-08-28,MT,mobile
406,Diana,Carter,joseph77@yahoo.com,362-907-2662x9250,2026-01-13,PY,web
407,William,Cunningham,harriswendy@gmail.com,519-720-6136,2023-12-09,PT,branch
408,William,Bennett,evelyncollier@yahoo.com,+1-212-477-8221,2026-02-03,BW,branch
409,Kevin,Wilcox,rmueller@hotmail.com,763.883.1828,2023-07-02,LU,web
410,Joanna,Rodgers,hopkinsgeorge@gmail.com,(852)416-5058x714,2023-09-08,SK,branch
411,Laura,Murphy,rosaleslauren@hotmail.com,001-338-369-4842x4959,2024-07-31,LY,branch
412,Jordan,Rivers,ndeleon@gmail.com,+1-977-498-7682x9968,2023-12-05,LB,branch
413,Nicole,Gibbs,jacksonrachel@gmail.com,001-755-644-2867x9632,2024-03-01,DZ,mobile
414,Brandi,Patel,kjackson@gmail.com,001-333-858-9513,2024-12-11,MM,branch
415,Katherine,Baker,brandi40@gmail.com,(336)541-5471x553,2024-02-11,MM,branch
416,Karen,Singleton,mhoffman@hotmail.com,(770)845-2388,2024-01-25,CU,web
417,Thomas,Parsons,gregory24@hotmail.com,665-702-0002,2026-02-03,GT,branch
418,Cynthia,Day,ncruz@hotmail.com,(273)467-7462,2024-12-07,SG,mobile
419,Donna,Herring,mcclureapril@yahoo.com,923.487.5082x7681,2024-02-22,MG,mobile
420,David,Mcpherson,jenniferhorne@hotmail.com,(417)233-7399,2024-10-05,EG,web
421,Tina,Browning,bowmanjoel@hotmail.com,625.653.9835,2025-02-25,CM,mobile
422,Joel,Manning,ashleyalexander@gmail.com,539-478-7137x52988,2024-01-04,AT,mobile
423,Helen,Daniel,harrisjoshua@yahoo.com,(219)495-1715x2391,2026-02-09,TR,branch
424,Monica,Matthews,schultzjessica@gmail.com,(317)367-2019,2023-11-09,MU,branch
425,Thomas,Williams,hernandezkristen@gmail.com,740-486-8250,2024-01-06,UG,mobile
426,Alan,Morrow,xcolon@gmail.com,612.443.6585x856,2024-04-11,AR,web
427,Stephen,Osborne,gutierrezdavid@yahoo.com,+1-215-754-2034x0301,2025-02-05,SB,web
428,Steven,Parker,williamsanthony@hotmail.com,(283)317-6417x26808,2026-03-24,MM,branch
429,Kevin,Oneill,tara47@yahoo.com,(921)830-0962x5885,2026-05-14,NP,mobile
430,Daniel,Hoffman,collinsmark@hotmail.com,001-511-307-9771x40049,2025-10-08,TW,branch
431,Ethan,Contreras,ajennings@yahoo.com,+1-641-266-1237,2025-06-09,QA,web
432,Ronald,Gill,danieljenkins@gmail.com,+1-904-418-1359x98989,2023-11-07,BS,mobile
433,Dr.,Garrett,ashleyalexander@hotmail.com,908.320.0480x675,2024-02-21,ET,branch
434,Elijah,Powell,brodriguez@gmail.com,+1-832-774-8835,2023-10-31,PK,branch
435,Mark,Dyer,tinakelly@gmail.com,+1-564-288-2089x3486,2025-03-25,CU,web
436,Christian,Archer,hallthomas@yahoo.com,623-604-5881x65025,2025-06-25,CY,branch
437,Brent,Stewart,christopher46@hotmail.com,835-592-6648,2026-05-07,TT,web
438,Joshua,Collins,pvang@hotmail.com,001-805-511-7160x398,2025-03-02,KW,web
439,Michelle,Martinez,rfleming@hotmail.com,+1-766-876-0564x204,2024-12-03,RW,mobile
440,Steven,Duncan,jackie01@yahoo.com,499-953-0062x21224,2025-03-13,QA,mobile
441,Chad,Stewart,ifrey@gmail.com,(899)657-0472,2024-01-27,DZ,branch
442,Nicholas,Calhoun,david83@hotmail.com,454-500-6445x475,2023-09-14,CG,web
443,Brittany,Marquez,ecohen@yahoo.com,001-208-801-9630x453,2025-12-18,GT,web
444,Jonathan,Thomas,vanessa44@yahoo.com,(544)960-8385x179,2026-05-16,TG,mobile
445,Melissa,Campos,timothy27@gmail.com,624.463.0198x642,2024-03-29,TH,mobile
446,Carla,Young,smithheather@yahoo.com,(661)500-8987x61081,2024-12-16,MV,web
447,Sylvia,Young,jessicavang@yahoo.com,001-862-805-4596x71500,2026-03-21,MW,mobile
448,Benjamin,Stein,nwilliams@gmail.com,001-883-466-8348x26899,2025-01-10,UZ,branch
449,Joseph,Fernandez,davidharding@gmail.com,001-257-789-8260x418,2023-12-20,BN,web
450,Jordan,Mata,bcase@yahoo.com,(229)675-8917,2024-12-07,IQ,mobile
451,Kristen,Becker,dhill@yahoo.com,724.672.8289,2023-05-25,BG,branch
452,Marissa,Gaines,theresa92@yahoo.com,915-226-1053,2025-10-18,CR,web
453,Julia,Pacheco,michellejenkins@gmail.com,347-516-1982x734,2023-09-04,AZ,branch
454,Christian,Hampton,lwest@hotmail.com,001-644-888-3842x536,2023-12-18,SR,branch
455,Amy,Velasquez,tfuller@hotmail.com,+1-791-631-1178x61902,2026-05-15,PA,web
456,Michael,Jackson,monica00@gmail.com,001-201-951-5325x94795,2024-07-29,BD,branch
457,Jeremy,Lee,williamstoni@yahoo.com,+1-534-803-9104x520,2023-07-27,SD,mobile
458,Joshua,Sims,russelltommy@hotmail.com,+1-206-596-8018x6774,2025-05-31,SC,mobile
459,Calvin,Preston,snydertricia@yahoo.com,(262)441-7842,2026-03-10,TO,mobile
460,Connie,Rivera,davisphilip@gmail.com,(990)745-7598,2025-10-12,ER,branch
461,Nancy,Wise,stephengomez@gmail.com,577-209-2071x152,2024-02-23,ET,mobile
462,Christopher,Holland,martin81@hotmail.com,597-372-1688x00537,2025-09-14,MT,branch
463,Lauren,Nolan,briandavis@yahoo.com,432-281-1659x930,2023-12-02,AZ,mobile
464,Destiny,MD,mking@gmail.com,3595377756,2023-12-09,BN,web
465,Wanda,Davis,ashleysolis@gmail.com,(570)880-5685x66706,2024-01-10,BS,branch
466,Antonio,Perkins,deborah62@yahoo.com,(626)526-1142,2025-02-14,TL,branch
467,Nancy,Everett,barrettashley@yahoo.com,738.253.2472,2024-12-04,SN,mobile
468,Debbie,Harris,jennifer53@yahoo.com,(459)374-6698x61634,2024-02-17,LV,web
469,Joseph,Odonnell,kimberly91@yahoo.com,(714)604-8933x2614,2024-04-13,VC,mobile
470,Jennifer,Barrett,jessica71@hotmail.com,923-554-2687x44701,2026-02-09,DK,mobile
471,Jennifer,Peterson,debra00@gmail.com,622.514.2573x1609,2025-10-25,MD,web
472,Claudia,Sanders,wbowers@gmail.com,(495)233-2227x393,2024-08-06,MM,web
473,Ronald,Harrington,mariagonzalez@gmail.com,4713261583,2025-06-21,TL,mobile
474,Philip,Ferguson,jenniferortega@hotmail.com,(525)760-6295,2026-03-02,BE,web
475,Steven,Tyler,kelsey85@gmail.com,+1-813-362-6084x63975,2024-09-16,ES,mobile
476,Andrew,Flores,wpayne@gmail.com,402.304.2620x1971,2024-01-05,KP,branch
477,Laura,Walton,stevensmatthew@hotmail.com,+1-697-586-5339,2023-11-13,UY,mobile
478,Janet,Parker,timothy00@gmail.com,+1-676-944-8676,2025-11-24,PG,branch
479,Brandon,Velasquez,kproctor@yahoo.com,(877)511-9529,2024-09-27,GA,mobile
480,Linda,Ball,vwright@yahoo.com,001-534-641-4916x9993,2024-07-19,TT,web
481,Kenneth,Nelson,cory21@gmail.com,001-772-602-1707,2025-07-31,MG,branch
482,Michelle,Gutierrez,thomasjo@yahoo.com,(813)575-6589,2024-10-12,TV,web
483,Ryan,Maynard,randy31@gmail.com,+1-485-403-4236,2023-07-09,HU,branch
484,Eileen,Baker,hernandezlinda@gmail.com,+1-577-741-7430x43502,2023-07-29,DK,branch
485,Lisa,Ramirez,nataliehall@gmail.com,467-971-1675x076,2025-12-20,VA,mobile
486,Ethan,Roach,stephen90@gmail.com,001-922-324-0507x648,2025-05-26,BA,mobile
487,David,Rodriguez,paul84@hotmail.com,223.373.3791x21211,2025-08-19,PK,mobile
488,Hannah,Barker,carlymoss@gmail.com,922-427-6433,2024-01-27,AO,mobile
489,Chase,Rodriguez,steven20@yahoo.com,+1-868-551-9537x74926,2024-01-21,US,web
490,Derrick,Chavez,daryl56@gmail.com,(995)459-6363,2026-02-14,NE,mobile
491,Miranda,Beck,fuenteschristopher@gmail.com,(815)848-1582,2025-08-27,SB,mobile
492,Adam,Gallagher,slittle@yahoo.com,419-362-3421x9262,2024-03-13,EG,branch
493,Amy,Mitchell,brownnancy@yahoo.com,7205005328,2025-09-09,MY,web
494,April,Welch,brownraymond@hotmail.com,(876)533-2838,2024-04-15,RO,web
495,Bradley,Rogers,dudleyjames@hotmail.com,(733)492-1883,2025-05-03,LK,branch
496,Erika,Pace,stuartwallace@yahoo.com,981.459.6983x845,2026-04-01,AM,branch
497,Jamie,Dominguez,olivia99@gmail.com,872-996-6941x799,2023-06-20,TJ,mobile
498,Linda,Parker,osbornkelly@hotmail.com,2447509286,2024-02-07,CL,web
499,Brenda,Ellis,nancyballard@yahoo.com,288-439-9741x8563,2025-04-11,MN,mobile
500,Christy,Frazier,bsloan@hotmail.com,672.660.0136x51034,2024-06-12,CO,branch
